iem_cd,iem_krl_nm,btp_cfc_cd,mkt_pr_tal_scl_tp_cd,stk_dit_cd
A003415,쌍용양회우,14,99,99
A003450,케이비증권,14,99,99
A003465,유화증권우,02,99,99
A003490,대한항공,06,01,01
A003550,LG,02,01,01
A003555,LG우,02,99,99
A003570,SNT중공업,06,03,99
A003690,코리안리,02,02,99
A003830,대한화섬,12,03,99
A003850,보령제약,08,02,01
A004020,현대제철,11,01,01
A004060,SG세계물산,07,03,99
A004100,태양금속,06,03,99
A004135,대덕GDS우,14,99,99
A004140,동방,06,03,99
A004250,NPC,12,03,99
A004380,삼익THK,03,03,99
A004440,삼일씨엔에스,11,03,99
A004560,현대비앤지스틸,11,03,99
A004590,한국가구,07,03,99
A004720,팜젠사이언스,08,03,99
A004740,보루네오가구,14,03,99
A004780,대륙제관,10,03,99
A004870,티웨이홀딩스,11,03,99
A004970,신라교역,14,03,99
A004989,성신양회3우B,14,99,99
A00499K,롯데지주우,02,99,99
A005110,한창,07,03,99
A005290,동진쎄미켐,13,01,02
A005389,현대차3우B,06,99,99
A005390,신성통상,07,03,99
A005490,POSCO,11,01,01
A005610,SPC삼립,14,02,99
A005745,크라운해태홀딩스우,02,99,99
A005935,삼성전자우,09,99,99
A005940,NH투자증권,02,01,01
A005980,성지건설,14,03,99
A006125,SK디스커버리우,02,99,99
A006200,한국전자홀딩스,02,03,99
A006380,카프로,12,03,99
A006400,삼성SDI,09,01,01
A006570,대림통상,03,03,99
A006660,삼성공조,06,03,99
A006805,미래에셋증권우,02,99,99
A006840,AK홀딩스,02,03,99
A006920,모헨즈,10,03,99
A007160,사조산업,14,03,99
A007330,푸른저축은행,02,03,99
A007340,디티알오토모티브,09,03,99
A007370,진양제약,10,03,99
A007460,에이프로젠 MED,03,03,99
A007575,일양약품우,08,99,99
A007680,대원,01,03,99
A00781K,코리아써키트2우B,09,99,99
A008060,대덕,02,03,99
A00806K,대덕1우,02,99,99
A008250,이건산업,10,03,99
A008490,서흥,12,02,99
A008560,메리츠증권,02,02,01
A009070,KCTC,06,03,99
A009180,한솔로지스틱스,06,03,99
A009270,신원,14,03,99
A009275,신원우,14,99,99
A009420,한올바이오파마,08,02,01
A009440,KC그린홀딩스,02,03,99
A009450,경동나비엔,09,02,99
A009470,삼화전기,09,03,99
A009580,무림P&P,10,03,99
A009620,삼보산업,10,03,99
A009970,영원무역홀딩스,02,02,99
A010050,우리종금,02,02,99
A010280,쌍용정보통신,13,03,99
A010580,지코,06,03,99
A010660,화천기계,03,03,99
A010690,화신,06,03,99
A010950,S-Oil,12,01,01
A011000,진원생명과학,08,02,99
A011040,경동제약,10,02,99
A011210,현대위아,06,02,01
A011330,유니켐,14,03,99
A011720,현대페인트,14,03,99
A011760,현대코퍼레이션,07,03,99
A011780,금호석유,12,01,01
A011810,STX,07,03,99
A012160,영흥,11,03,99
A012200,계양전기,03,03,99
A012330,현대모비스,06,01,01
A012610,경인양행,12,03,99
A012630,HDC,02,02,99
A012690,모나리자,10,03,99
A013030,하이록코리아,10,03,99
A013367,일성건설2우B,14,99,99
A013580,계룡건설,01,03,99
A013700,까뮤이앤씨,01,03,99
A013990,아가방컴퍼니,07,03,99
A014100,메디앙스,10,03,99
A014285,금강공업우,11,99,99
A014470,부방,02,03,99
A014530,극동유화,12,03,99
A014580,태경비케이,11,03,99
A014710,사조씨푸드,14,03,99
A014830,유니드,12,02,99
A014940,오리엔탈정공,10,03,99
A015710,코콤,13,03,99
A016380,KG동부제철,11,02,01
A016580,환인제약,08,03,99
A016920,카스,07,03,99
A017250,인터엠,10,03,99
A017680,데코앤이,14,03,99
A017940,E1,07,03,99
A018000,유니슨,10,02,02
A018470,조일알미늄,11,03,99
A018670,SK가스,07,02,99
A018880,한온시스템,03,01,01
A019180,티에이치엔,09,03,99
A019440,세아특수강,11,03,99
A019590,엠벤처투자,02,03,99
A019680,대교,05,03,99
A020150,일진머티리얼즈,09,01,01
A020710,시공테크,05,03,99
A021050,서원,11,03,99
A021320,KCC건설,01,03,99
A021650,한국큐빅,10,03,99
A022220,정산애강,10,03,99
A023150,MH에탄올,14,03,99
A023350,한국종합기술,05,03,99
A023410,유진기업,10,02,02
A023460,CNH,02,03,99
A023600,삼보판지,10,03,99
A023810,인팩,06,03,99
A023900,풍국주정,10,02,99
A023960,에쓰씨엔지니어링,01,03,99
A024070,WISCOM,12,03,99
A024110,기업은행,02,01,01
A024660,하림홀딩스,14,02,99
A024800,유성티엔에스,06,03,99
A024840,KBI메탈,10,03,99
A024850,피에스엠씨,13,03,99
A025530,SJM홀딩스,07,03,99
A025540,한국단자,09,02,99
A026040,제이에스티나,10,03,99
A026890,디피씨,09,03,99
A026940,부국철강,11,03,99
A027040,서울전자통신,07,03,99
A027360,아주IB투자,02,02,02
A027410,BGF,02,02,99
A027740,마니커,14,03,99
A028050,삼성엔지니어링,05,01,01
A028300,에이치엘비,10,01,02
A030200,KT,04,01,01
A030210,KTB투자증권,02,03,99
A030530,원익홀딩스,02,02,02
A030960,양지사,10,03,99
A031860,엔에스엔,07,03,99
A031980,피에스케이홀딩스,13,03,99
A032080,아즈텍WB,10,03,99
A032540,TJ미디어,10,03,99
A032860,휴먼엔,05,03,99
A033180,KH 필룩스,09,02,99
A033250,체시스,06,03,99
A033310,엠투엔,10,02,99
A033530,세종공업,06,03,99
A033780,KT&G,14,01,01
A033920,무학,14,03,99
A034120,SBS,05,03,99
A034220,LG디스플레이,09,01,01
A034300,신세계건설,01,03,99
A034310,NICE,05,02,99
A034590,인천도시가스,09,03,99
A03473K,SK우,02,99,99
A034940,조아제약,10,03,99
A035000,지투알,05,03,99
A035420,NAVER,05,01,01
A035720,카카오,05,01,01
A036090,위지트,10,03,99
A036120,SCI평가정보,05,03,99
A036690,코맥스,13,03,99
A037070,파세코,10,03,99
A037230,한국팩키지,10,03,99
A038060,루멘스,13,03,99
A038290,마크로젠,05,02,99
A038390,레드캡투어,05,03,99
A038460,바이오스마트,13,03,99
A038500,삼표시멘트,10,02,02
A038540,상상인,13,02,02
A038620,위즈코프,07,03,99
A038870,에코바이오,05,03,99
A039030,이오테크닉스,13,01,02
A039130,하나투어,05,02,99
A039200,오스코텍,10,01,02
A039440,에스티아이,13,02,99
A039610,화성밸브,10,03,99
A039980,리노스,07,03,99
A040610,SG&G,10,03,99
A040910,아이씨디,13,02,99
A041140,넥슨지티,13,02,99
A041590,젬백스지오,01,03,99
A041650,상신브레이크,06,03,99
A041960,코미팜,10,01,02
A042000,카페24,13,02,02
A042040,케이피엠테크,10,02,02
A042110,에스씨디,10,03,99
A042500,링네트,13,03,99
A042940,상지카일룸,01,03,99
A043090,큐브앤컴퍼니,07,03,99
A043150,바텍,10,02,99
A043200,파루,13,03,99
A043290,케이맥,10,03,99
A043360,디지아이,13,03,99
A044380,주연테크,09,03,99
A044820,코스맥스비티아이,02,03,99
A044960,이글벳,07,03,99
A045100,한양이엔지,05,02,99
A045510,정원엔시스,13,03,99
A046070,코다코,10,03,99
A046440,KG모빌리언스,13,02,99
A046940,우원개발,01,03,99
A047820,초록뱀미디어,05,02,99
A048770,TPC,10,03,99
A048830,엔피케이,10,03,99
A048910,대원미디어,07,03,99
A049070,인탑스,13,02,99
A049080,기가레인,13,03,99
A049630,재영솔루텍,13,03,99
A049800,우진플라임,03,03,99
A049950,미래컴퍼니,10,02,99
A049960,쎌바이오텍,10,03,99
A050760,에스폴리텍,10,03,99
A051390,YW,07,03,99
A051630,진양화학,12,03,99
A051780,큐로홀딩스,04,03,99
A052020,에스티큐브,13,02,99
A052190,세영디앤씨,05,03,99
A052220,iMBC,13,03,99
A052270,우전,14,03,99
A052330,코텍,13,03,99
A052600,한네트,04,03,99
A052900,KMH하이텍,13,03,99
A052920,케어캠프닷컴,14,99,99
A053210,스카이라이프,05,03,99
A053260,금강철강,10,03,99
A053280,예스24,13,02,99
A053290,NE능률,10,03,99
A053350,이니텍,13,03,99
A053590,한국테크놀로지,10,03,99
A053660,현진소재,10,03,99
A053690,한미글로벌,05,03,99
A054050,농우바이오,14,03,99
A054090,삼진엘앤디,13,03,99
A054180,메디콕스,10,03,99
A054210,이랜텍,13,03,99
A054800,아이디스홀딩스,05,03,99
A054920,한컴위드,13,03,99
A055490,테이팩스,12,03,99
A055550,신한지주,02,01,01
A056700,신화인터텍,13,03,99
A057030,YBM넷,05,03,99
A057500,SKC 솔믹스,14,02,99
A058220,아리온,13,03,99
A058430,포스코강판,11,03,99
A058530,슈펙스비앤피,07,03,99
A058630,엠게임,13,03,99
A058730,다스코,03,03,99
A058850,KTcs,05,03,99
A059090,미코,13,02,99
A060150,인선이엔티,05,02,02
A060230,이그잭스,13,03,99
A060310,3S,10,03,99
A060380,동양에스텍,10,03,99
A060590,씨티씨바이오,10,03,99
A060900,대한그린파워,10,03,99
A061040,알에프텍,13,02,99
A061250,화일약품,10,02,99
A062970,피피아이,10,03,99
A063440,SM Life Design,10,03,99
A064260,다날,13,02,99
A064400,엘지씨엔에스,14,99,99
A064480,브리지텍,13,03,99
A064510,에코마이스터,10,03,99
A064800,젬백스링크,07,03,99
A065350,신성델타테크,10,02,99
A065530,와이어블,04,02,99
A066110,한프,13,03,99
A066310,큐에스아이,13,03,99
A066360,체리부로,10,03,99
A066410,버킷스튜디오,13,03,99
A066910,손오공,07,03,99
A066970,엘앤에프,13,01,02
A066980,이엔코퍼레이션,13,03,99
A067160,아프리카TV,13,01,02
A067290,JW신약,10,02,99
A067570,엔브이에이치코리아,10,03,99
A067770,세진티에스,13,03,99
A067900,와이엔텍,05,02,99
A068150,케이엔씨글로벌,14,02,99
A068940,아이씨케이,13,03,99
A069460,대호에이엘,11,03,99
A069500,KODEX 200,14,99,99
A069510,에스텍,10,03,99
A069920,아이에스이커머스,07,03,99
A069960,현대백화점,07,02,01
A071055,한국금융지주우,02,99,99
A071460,위니아딤채,10,03,99
A071670,에이테크솔루션,10,03,99
A072130,유엔젤,05,03,99
A072950,빛샘전자,13,03,99
A072990,에이치시티,05,03,99
A073490,이노와이어리스,13,02,99
A074610,이엔플러스,03,03,99
A075130,플랜티넷,13,03,99
A075180,새론오토모티브,06,03,99
A076610,해성옵틱스,13,03,99
A078000,텔코웨어,05,03,99
A078510,한국유로핀즈분석서비스,14,99,99
A078940,코드네이처,01,03,99
A079000,와토스코리아,10,03,99
A079950,인베니아,10,03,99
A079970,투비소프트,13,03,99
A080160,모두투어,05,02,02
A080470,성창오토텍,10,03,99
A080580,오킨스전자,13,02,99
A080720,한국유니온제약,10,03,99
A081150,티플랙스,10,03,99
A082270,젬백스,10,01,02
A083470,이엠앤아이,13,03,99
A083650,비에이치아이,10,03,99
A084110,휴온스글로벌,10,02,99
A084695,대상홀딩스우,02,99,99
A086040,바이오톡스텍,05,03,99
A086450,동국제약,10,01,02
A086980,쇼박스,05,02,99
A088910,동우팜투테이블,10,03,99
A089600,나스미디어,05,02,99
A089790,제이티,13,03,99
A090435,아모레퍼시픽우,12,99,99
A090470,제이스텍,13,03,99
A090850,현대이지웰,05,02,99
A091120,이엠텍,13,03,99
A091220,TIGER 은행,14,99,99
A091580,상신이디피,13,03,99
A092190,서울바이오시스,13,01,02
A092200,디아이씨,06,03,99
A092220,KEC,09,03,99
A092600,앤씨앤,13,03,99
A093230,이아이디,07,03,99
A093320,케이아이엔엑스,13,02,99
A093920,서원인텍,13,03,99
A094280,효성ITX,05,03,99
A094860,네오리진,13,03,99
A095700,제넥신,05,01,02
A095720,웅진씽크빅,05,03,99
A095910,에스에너지,13,03,99
A096640,멜파스,13,03,99
A096770,SK이노베이션,12,01,01
A096775,SK이노베이션우,12,99,99
A097520,엠씨넥스,13,99,99
A097780,에스맥,13,02,99
A097955,CJ제일제당 우,14,99,99
A099190,아이센스,10,02,99
A099220,SDN,07,03,99
A099520,ITX-AI,13,03,99
A100120,뷰웍스,10,02,99
A100220,비상교육,05,03,99
A100250,진양홀딩스,12,03,99
A100790,미래에셋벤처투자,02,02,99
A100910,KOSEF KRX100,14,99,99
A101140,인바이오젠,07,03,99
A101160,월덱스,13,02,99
A101240,씨큐브,10,03,99
A101330,모베이스,13,03,99
A101680,한국정밀기계,10,03,99
A101730,위메이드맥스,13,03,99
A102110,TIGER 200,14,99,99
A102280,쌍방울,14,03,99
A102780,KODEX 삼성그룹,14,99,99
A102940,코오롱생명과학,10,02,99
A104620,노랑풍선,05,03,99
A104700,한국철강,11,03,99
A105010,TIGER 라틴35,14,99,99
A105550,트루윈,10,03,99
A105740,디케이락,10,03,99
A108790,인터파크,14,02,99
A109070,컨버즈,10,03,99
A109610,에스와이,10,03,99
A109860,동일금속,10,03,99
A110790,크리스에프앤씨,10,02,99
A111110,호전실업,14,03,99
A114190,강원,10,03,99
A114570,지스마트글로벌,13,03,99
A114810,아이원스,13,03,99
A115160,휴맥스,13,03,99
A115180,큐리언트,05,02,99
A115310,인포바인,04,03,99
A117460,KODEX 에너지화학,14,99,99
A117580,대성에너지,09,03,99
A117730,티로보틱스,10,03,99
A117930,한진해운,14,02,99
A118000,우리들휴브레인,07,03,99
A120240,대정화금,10,02,99
A121600,나노신소재,10,02,99
A122230,오코스모스,14,99,99
A122450,KMH,04,02,99
A122990,와이솔,13,02,02
A123260,파인넥스,14,03,99
A123410,코리아에프티,10,03,99
A124500,아이티센,13,03,99
A126880,제이엔케이히터,10,03,99
A128660,피제이메탈,10,03,99
A129890,앱코,13,99,99
A130580,나이스디앤비,05,03,99
A130660,한전산업,05,03,99
A131090,시큐브,13,03,99
A131370,알서포트,13,02,02
A133820,화인베스틸,11,03,99
A134660,씨엔전자,14,99,99
A136510,쎄미시스코,10,03,99
A137940,넥스트아이,10,03,99
A138040,메리츠금융지주,02,02,99
A138080,오이솔루션,13,02,02
A138490,코오롱플라스틱,12,03,99
A138610,나이벡,10,02,99
A139240,TIGER 200 철강소재,14,99,99
A140070,서플러스글로벌,07,03,99
A140570,KBSTAR 수출주,14,99,99
A141000,비아트론,13,03,99
A141280,플로트론,14,99,99
A142210,유니트론텍,07,03,99
A144510,녹십자랩셀,05,01,02
A145210,다이나믹디자인,03,03,99
A145670,KINDEX 인버스,14,99,99
A145720,덴티움,08,02,99
A145940,알피니언메디칼시스템,14,99,99
A148140,비디아이,10,03,99
A148150,세경하이테크,10,02,99
A149980,하이로닉,10,03,99
A150900,파수,13,03,99
A151860,KG ETS,05,02,99
A151910,나노스,13,02,99
A152500,KINDEX 레버리지,14,99,99
A153270,KOSEF 코스피100,14,99,99
A153710,옵티팜,10,03,99
A155650,와이엠씨,13,03,99
A156080,KODEX MSCI Korea,14,99,99
A160980,싸이맥스,13,03,99
A161580,필옵틱스,13,02,99
A163730,핑거,14,99,99
A168330,내츄럴엔도텍,05,03,99
A170190,노바셀테크놀로지,14,99,99
A173940,에프엔씨엔터,05,03,99
A175330,JB금융지주,02,02,99
A179290,엠아이텍,10,03,99
A181710,NHN,05,02,99
A182690,테라셈,13,03,99
A183190,아세아시멘트,11,03,99
A185680,KODEX 미국S&P바이오(합성),14,99,99
A185750,종근당,08,02,01
A189330,씨이랩,14,03,99
A190510,나무가,13,03,99
A191390,바디프랜드,14,99,99
A192080,더블유게임즈,05,02,01
A192090,TIGER 차이나CSI300,14,99,99
A192250,케이사인,13,03,99
A192650,드림텍,09,02,99
A194530,엔에스스튜디오,14,99,99
A195440,퓨전,13,03,99
A195500,마니커에프앤지,10,03,99
A195920,TIGER 일본TOPIX(합성 H),14,99,99
A195990,에이비프로바이오,10,02,99
A196220,KBSTAR 일본TOPIX레버리지(H),14,99,99
A196300,애니젠,10,03,99
A196450,코아시아옵틱스,10,03,99
A196700,웹스,10,03,99
A197140,디지캡,10,03,99
A198080,엔피디,13,03,99
A199820,제일전기공업,10,02,99
A200670,휴메딕스,10,02,99
A201400,코본,14,99,99
A203650,드림시큐리티,10,03,99
A204320,만도,06,01,01
A204420,ARIRANG 차이나H 레버리지(합성 H),14,99,99
A204990,코썬바이오,14,03,99
A205470,휴마시스,10,02,99
A206650,유바이오로직스,10,01,99
A207940,삼성바이오로직스,08,01,01
A208370,셀바스헬스케어,10,03,99
A208470,SOL 선진국MSCI World(합성 H),14,99,99
A213500,한솔제지,10,03,99
A214150,클래시스,10,01,02
A214240,얍컴퍼니,14,99,99
A214390,경보제약,08,03,99
A214430,아이쓰리시스템,10,03,99
A214870,뉴지랩파마,13,02,99
A215200,메가스터디교육,05,02,02
A215360,우리산업,10,02,99
A215600,신라젠,05,01,99
A217600,켐온,05,02,99
A217770,TIGER 원유선물인버스(H),14,99,99
A217820,엔에스,10,03,99
A218420,KODEX 미국S&P에너지(합성),14,99,99
A219420,링크제니시스,13,03,99
A219900,KINDEX 중국본토CSI300레버리지(합성),14,99,99
A220100,퓨쳐켐,10,02,99
A221840,하이즈항공,10,03,99
A222390,케이비제8호스팩,14,03,99
A222980,한국맥널티,10,03,99
A223310,경남제약헬스케어,13,03,99
A225030,TIGER 미국S&P500선물인버스(H),14,99,99
A225570,넷게임즈,13,02,99
A225650,쿠첸,14,03,99
A226250,인스타,14,99,99
A226340,본느,10,03,99
A226440,한송네오텍,10,03,99
A226950,올릭스,05,02,99
A226980,KODEX 200 중소형,14,99,99
A227560,TIGER 200 생활소비재,14,99,99
A227570,TIGER 우량가치,14,99,99
A227610,아우딘퓨쳐스,10,03,99
A227830,ARIRANG 코스피,14,99,99
A227950,엔투텍,10,02,99
A228810,TIGER 미디어컨텐츠,14,99,99
A228820,TIGER KTOP30,14,99,99
A229200,KODEX 코스닥 150,14,99,99
A230240,에치에프알,10,02,99
A234310,KBSTAR V&S셀렉트밸류,14,99,99
A234820,레온,14,99,99
A235980,메드팩토,05,01,02
A237750,피앤씨테크,10,03,99
A237820,플레이디,05,03,99
A238090,앤디포스,10,02,99
A238820,모션블루,14,99,99
A239610,에이치엘사이언스,10,02,99
A240180,프라바이오,14,99,99
A240810,원익IPS,13,01,02
A241520,DSC인베스트먼트,02,03,99
A241690,유니테크노,10,03,99
A241840,에이스토리,05,02,99
A243070,휴온스,10,02,02
A245340,TIGER 미국다우존스30,14,99,99
A246960,이노테라피,10,03,99
A247660,나노씨엠에스,14,99,99
A250000,보라티알,07,03,99
A250060,모비스,13,03,99
A250730,KBSTAR 차이나HSCEI(H),14,99,99
A251270,넷마블,05,01,01
A251370,와이엠티,10,02,99
A251890,KINDEX 코스닥(합성),14,99,99
A251970,펌텍코리아,10,03,99
A252420,KBSTAR 200선물인버스2X,14,99,99
A253240,KOSEF 200선물인버스,14,99,99
A253250,KOSEF 200선물레버리지,14,99,99
A253990,TIGER 대만TAIEX선물(H),14,99,99
A256150,한독크린텍,10,03,99
A256970,올스웰,14,99,99
A260930,씨티케이,10,03,99
A261060,TIGER 코스닥150IT,14,99,99
A261070,TIGER 코스닥150바이오테크,14,99,99
A262100,알앤에이테크,14,99,99
A263190,ARIRANG 단기우량채권,14,99,99
A263690,디알젬,10,03,99
A263800,데이타솔루션,13,03,99
A263920,휴온스블러썸,10,03,99
A264290,한화에이스스팩3호,14,03,99
A265560,영화테크,10,03,99
A267490,KBSTAR 미국장기국채선물레버리지(합성 H),14,99,99
A267500,KBSTAR 미국장기국채선물인버스2X(합성 H),14,99,99
A268600,셀리버리,05,01,02
A269540,ARIRANG 미국S&P500(H),14,99,99
A270530,네콘,14,99,99
A270730,살린,14,99,99
A270810,KBSTAR 코스닥150,14,99,99
A271060,KODEX 3대농산물선물(H),14,99,99
A271830,팸텍,14,99,99
A272230,KINDEX 스마트밸류,14,99,99
A272450,진에어,06,02,99
A272550,삼양패키징,12,03,99
A272850,아이리시스,14,99,99
A273130,KODEX 종합채권(AA-이상)액티브,14,99,99
A274090,켄코아에어로스페이스,10,03,99
A275290,KODEX MSCI밸류,14,99,99
A275980,TIGER 글로벌4차산업혁신기술(합성 H),14,99,99
A276960,씨드아이글로벌,14,99,99
A276990,KODEX 글로벌4차산업로보틱스(합성),14,99,99
A277070,린드먼아시아,02,03,99
A278540,KODEX MSCI Korea TR,14,99,99
A27863K,스터디플래닛1우,14,99,99
A279600,미디어젠,13,03,99
A280360,롯데제과,14,02,99
A280940,KODEX 골드선물인버스(H),14,99,99
A281820,케이씨텍,08,02,99
A282330,BGF리테일,07,02,01
A283770,보령바이오파마,14,99,99
A283930,KBSTAR 지주회사,14,99,99
A284430,KODEX 200미국채혼합,14,99,99
A285010,KBSTAR 200중공업,14,99,99
A285240,비바리퍼블리카,14,99,99
A285880,아이디티월드,14,99,99
A286750,나노브릭,10,03,99
A287180,ARIRANG 미국나스닥기술주,14,99,99
A289080,SV인베스트먼트,02,02,99
A290120,대유에이피,10,03,99
A290130,KBSTAR ESG사회책임투자,14,99,99
A290690,소룩스,10,03,99
A290740,액트로,13,03,99
A291630,KOSEF 코스닥150선물레버리지,14,99,99
A292100,TIGER 대형성장,14,99,99
A292150,TIGER TOP10,14,99,99
A293480,하나제약,08,03,99
A294090,이오플로우,10,01,99
A298210,바이오스펙트럼,14,99,99
A299170,더블유에스아이,07,03,99
A299660,셀리드,05,02,99
A299760,더코더,14,99,99
A300120,라온피플,13,02,99
A300280,KBSTAR 중소형모멘텀로우볼,14,99,99
A300290,KBSTAR 중소형모멘텀밸류,14,99,99
A300300,KBSTAR KQ모멘텀로우볼,14,99,99
A301400,ARIRANG 코스닥150,14,99,99
A302110,유민에쓰티,14,99,99
A302440,SK바이오사이언스,14,99,01
A302450,KBSTAR 코스피,14,99,99
A303530,이노뎁,14,99,99
A304100,솔트룩스,13,03,99
A305540,TIGER 2차전지테마,14,99,99
A306040,에스제이그룹,10,03,99
A307020,KBSTAR KRX300선물인버스,14,99,99
A307160,하나머스트제6호스팩,02,03,99
A307510,TIGER 의료기기,14,99,99
A307930,컴퍼니케이,02,03,99
A308170,센트랄모텍,06,03,99
A309930,오하임아이엔티,02,03,99
A311270,키움제5호스팩,02,03,99
A312610,에이에프더블류,10,03,99
A314700,HANARO 농업융복합산업,14,99,99
A314930,바이오다인,14,99,99
A316140,우리금융지주,02,01,01
A317030,케이비17호스팩,02,03,99
A317120,라닉스,10,03,99
A317320,한화에스비아이스팩,02,03,99
A317330,덕산테코피아,13,02,99
A317690,퀀타매트릭스,10,99,99
A317770,슈프리마아이디,10,03,99
A318020,포인트모바일,10,99,99
A319660,피에스케이,13,02,02
A320000,윈텍,10,03,99
A322150,KINDEX 스마트하이베타,14,99,99
A323210,이베스트이안스팩1호,02,03,99
A323990,박셀바이오,05,01,02
A325020,KODEX 배당가치,14,99,99
A326030,SK바이오팜,05,01,01
A326230,KBSTAR 내수주플러스,14,99,99
A329200,TIGER 부동산인프라고배당,14,99,99
A329650,KODEX TRF3070,14,99,99
A332610,ARIRANG 미국단기우량회사채,14,99,99
A332710,하나금융14호스팩,02,03,99
A333050,신한제6호스팩,02,03,99
A333450,심플에프앤비,14,99,99
A333620,엔시스,14,99,99
A333960,ARIRANG KS모멘텀가중TR,14,99,99
A334690,KBSTAR 팔라듐선물(H),14,99,99
A334700,KBSTAR 팔라듐선물인버스(H),14,99,99
A335870,IBKS제12호스팩,02,03,99
A33637K,솔루스첨단소재1우,09,99,99
A337140,KODEX 코스피대형주,14,99,99
A337930,브랜드엑스코퍼레이션,13,03,99
A340120,하이제5호스팩,02,03,99
A340360,다보링크,02,03,99
A341790,대한바이오팜,14,99,99
A341850,TIGER KIS부동산인프라채권TR,14,99,99
A342550,케이비제20호스팩,02,03,99
A344250,베이칩스,14,99,99
A344820,KCC글라스,11,02,99
A347890,엠투아이,13,03,99
A348030,모비릭스,14,99,99
A348150,고바이오랩,05,01,99
A349720,이베스트스팩5호,02,03,99
A351340,IBKS제13호스팩,02,03,99
A352560,KODEX 다우존스미국리츠(H),14,99,99
A352820,하이브,05,01,01
A353060,에이치엠씨제5호스팩,02,99,99
A356860,티엘비,10,99,99
A357550,석경에이티,10,99,99
A358580,팍스젠바이오,14,99,99
A359090,엔에이치스팩17호,02,03,99
A36328K,티와이홀딩스우,02,99,99
A364960,TIGER KRX BBIG K-뉴딜,14,99,99
A364970,TIGER KRX바이오K-뉴딜,14,99,99
A365270,큐라클,14,99,99
A365590,엔에이치스팩18호,02,99,99
A366510,타키온비앤티,14,99,99
A367480,유안타제8호스팩,14,99,99
A367740,HANARO Fn5G산업,14,99,99
A367770,KBSTAR Fn수소경제테마,14,99,99
A368190,HANARO Fn K-뉴딜디지털플러스,14,99,99
A368200,KBSTAR Fn K-뉴딜디지털플러스,14,99,99
A369370,대신밸런스제9호스팩,02,99,99
A371150,KBSTAR 차이나항셍테크,14,99,99
A372290,하나머스트7호스팩,14,99,99
A373340,유진스팩6호,14,99,99
A373490,KODEX K-이노베이션액티브,14,99,99
A37550K,DL이앤씨우,14,99,99
A376250,ARIRANG 탄소효율그린뉴딜,14,99,99
A376410,TIGER 탄소효율그린뉴딜,14,99,99
A377990,TIGER Fn신재생에너지,14,99,99
A379790,KBSTAR 유로스탁스50(H),14,99,99
A380160,엔에프씨생명과학,14,99,99
A380340,KINDEX Fn5G플러스,14,99,99
A380440,엔에이치스팩19호,14,99,99
A381560,HANARO Fn전기&수소차,14,99,99
A383220,F&F,14,99,99
A383310,에코프로에이치엔,14,99,99
A385520,KODEX K-미래차액티브,14,99,99
A388280,KBSTAR Fn컨택트대표,14,99,99
A388420,KBSTAR 비메모리반도체액티브,14,99,99
A394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,14,99,99
