title,score,review
작은 거인,10,만 50년 전 개봉된 영화.세월은 마치 쏜살같구나.어린애가 노인이 되는 세월의 시간이구나.햇살역 배우 배두나씨랑 비슷한 얼굴
극장판 바이올렛 에버가든,10,
최미역행,1,와...방귀낀놈이 성내는 그야말로 총체적 난국인 영화
베놈 2: 렛 데어 비 카니지,1,그나마 장점이었던 눈요기거리도 이건 뭐...
다크 시티,7,매트릭스에 가려진 두 수작. 13층과 다크시티. 조연으로 나오는 멜리사 조지의 빛나는 22살의 모습
디스커넥트,6,"개봉한지 9년이 지났지만 요즘도 저런류의 유사 범죄들이 비일비재하게 일어나고 있고, 몇몇 씬에서의 대사들이 많은 생각들을 하게 되는 영화였다. 그치만 딱히 재밌는 영화는 아니었다."
클레멘타인,10,"누구나 한번쯤 가본 도시.프랑스 빠리.. 길거리에 줄이 늘어서 있고먼저 들어가겠다고 쌈까지 벌이는 프랑스인들.그래서 물어봤죠.""오징어 게임 공개방송인가요?"" 돌아온 대답은""코레아에서 클레멘타인 15초예고편이 들어왔길래 그거 보려는 인파요"""
극장판 바이올렛 에버가든,10,말해 뭐함 무조건 보세요 후회 안함
샹치와 텐 링즈의 전설,8,재밌었어요. 별 기대 안했는데... 역시 양조위가 재밌음
십개월의 미래,9,이렇게 웃픈 독립영화는 처음이네요.혹 산부인과 의사랑 여상담사랑 부부 아닌가요? ㅋㅋㅋ
모가디슈,10,코로나 아니었음 닥 천만
베놈 2: 렛 데어 비 카니지,10,그럼 느그들이 만들던가
극장판 귀멸의 칼날: 무한열차편,10,
바이 더 씨,8,
모가디슈,10,좋아하는 배우들 나와서 더 재밌고 감동적이게 봤음. 오랜만에 좋은영화 만났네요.
위플래쉬,10,숨죽이며 보게된다... 교수의 자기합리화는 어처구니가 없구나
베놈 2: 렛 데어 비 카니지,10,재밌는데 좀 잔인해요…….
베놈 2: 렛 데어 비 카니지,5,쿠키 뭔데? 무슨 일이 벌어지고 있는 거지?
가문의 부활 - 가문의 영광 3,3,향토조폭이 사업으로.법관과의 혼맥으로 살아남는 방법..불쌍한 정준하..
007 노 타임 투 다이,10,댜박이다 모든게 완벽햇다 이제 제암스007은 더이상 없지만 슬프지안ㅎ다 완벽한 마무리엿다
후회하지 않아,1,드러워죽겠네
아수라,10,배우들이 열연한만큼 평점올리러 왔습니다.
모가디슈,10,오랜만에 재밌는 영화봤어요.찍기 힘들었을것 같아요 스케일 후덜덜
그래비티,10,관람을 넘어 체험으로
소년 소녀를 만나다,6,혼자만의 지루한 시 같은 영화
얼론,7,같은 각본 시나리오로 만들었으니 비슷한게 당연한 거고 게다가 비슷한 시기에 만들어진데 뭘 또 한국이 베끼네 어쩌네 하냐 둘다 볼만 하구만
극한직업,10,재미재미재미재미존잼
노회찬6411,10,
노회찬6411,1,이런 영화를 왜 만드는지?
베놈 2: 렛 데어 비 카니지,10,내 취향으로 하겠습니다.제미떠
킬링 오브 투 러버스,10,
007 노 타임 투 다이,2,마지막 작품을 꼭 이래 망쳐야했나 감독아..다니엘형 고생했어 몸 많이 안상했길바래
007 노 타임 투 다이,8,재미있게 보았습니다.역대 007과는 조금 괴리감이 있을 수 있습니다.
베놈 2: 렛 데어 비 카니지,4,저만 쿠키가 제일 기억에 남는 줄알았는데~~다들 비슷하게 느끼는 것 같음 너무 기대했나봄
김복남 살인사건의 전말,10,전라도
아수라,10,시대를 앞서간 띵작 네이버 평점 남길때 스포일러가 포함되면 안된다는 조항있나본데 영화 자체가 스포일러였다
모가디슈,5,휴머니티 넘치는 소재와 배우들의 연기는 좋았음 하지만 뭔가가 부족한 느낌.  황당무계한 총격씬은 긴장감과 집중대신 관객의 맥을 풀리게함.  쌔까많고 어두운 정전상황 장면이 너무 많아서 짜증도 남.
크루엘라,9,내용은 평이하지만 영상이 멋지다
베놈 2: 렛 데어 비 카니지,10,재밌게 봤어요  다음편이  더 기대되는  영화
올드,8,해변에서의 일들만 다뤘다면 훨씬 여운이 남았을듯 ..그래도 오랜만에 샤말란 영화에서 따뜻하고 슬픈 여운을 느꼈다
베놈 2: 렛 데어 비 카니지,2,심하다.돈내고보기아까운영화
말하는 건축가,3,훌륭한 건축가에 대해서 알려주는 정보가 빈약. 우리보고 찾아보라고?
베놈 2: 렛 데어 비 카니지,10,재밋어요 베놈이 귀여워요
베놈 2: 렛 데어 비 카니지,8,1편에 이어 2편도 재미있게 봤네요. 히어로물 종종 보는 입장에서 충분히 볼만했어요.
베놈 2: 렛 데어 비 카니지,7,밍밍한 영화 쿠키 때문에 봐준다
노회찬6411,10,단 한번의 불일치 목숨으로 ㅠㅠ
미술관 옆 동물원,10,"이때의 서울..따듯한 영상미와 그 감성, 풋풋한 심은하와 이성재. 어색함 마저 나에게는 완벽하다."
노회찬6411,10,의원님을 조금더 알게 된거같아요 제가 정치에 문외한이지만 처음부터 끝까지 뭔가 슬픔이 있는 영화였어요
샹치와 텐 링즈의 전설,5,마블.. 중국자본이라는 허상에 큰 실수를!
화이트 라이언 찰리,10,미아와찰리는역시절친~♡
인질,6,황정민만 믿고가도 킬링타임은 무난
샤프트,6,"명불허전 사무엘잭슨! 가만히 서있기만해도 뿜어져나오는 아우라가 대단! + 뉴욕이 한눈에 내려다보이는 데이,나잇 항공촬영, 골목길샷 등 담아두고 볼만함"
노회찬6411,1,에휴 미화 보소;;좌좀들 이런걸로 감성팔이하는거 진짜 역겹네
타다: 대한민국 스타트업의 초상,1,생각보다 지루하고 억지로 감동을 쥐어짜는듯했어요... 같이 보러간 친구한테 미안했네요 ㅠㅠ
디트로이트,10,장난도 눈치 껏
프리 가이,10,그들의 상상력에  박수를 보낸다.
샹치와 텐 링즈의 전설,9,기대 안하고 보면 괜찮아요
007 노 타임 투 다이,10,007도 죽는구나 불사신이 아니구나 007 영화를 보다가 이렇게 슬퍼질 수도 있구나를 이 영화가 보여줬다. 굿바이 다니엘 크레이그 007
열한번째 엄마,10,김혜수씨의 연기력 다시보이네요모성애가 뭔지가슴찡한  삶의소중함을 깨닫게해.
이 멋진 세계에 축복을! 붉은 전설,10,익스플로젼~~!!!!
베놈 2: 렛 데어 비 카니지,2,알바한테 속지마세요 개씝노잼
노회찬6411,1,드루킹에게 돈받고 자살한 사람을 왜 우상화하냐? 돈받거나 성폭력 저지르고 자살 하면 우상화하는게 좌파의 일이냐? 진짜 역겨우니깐 이런것좀 안만들었으면 좋겠다 벌레같은 인간아
천문: 하늘에 묻는다,8,학교에서 봤음 연기 개쩔음 사회 영화로 굳짭
노회찬6411,10,노회찬의원의 숨은 모습을 알 수 있어서 좋았다.대의를 위해 자신을 희생하는 삶을 실제로 사신 분.참으로 아까운 일이다.
쁘띠 마망,7,
베놈 2: 렛 데어 비 카니지,10,너무재미있게봤어요 유머도있고 액션도 좋아요ㅎㅎ 내기준1편보다 재밌었어요!
푸른 호수,10,너무 많이 울어서 마스크 다 젖었쩌여
블랙 위도우,8,"늦춰진 상영일, 늘어진 긴장감"
노회찬6411,10,상영관이 더욱 많아지면 좋겠네요. 몰랐던 사실들도 알 수 있어서 좋았어요.
베놈 2: 렛 데어 비 카니지,2,푹 잤습니다.. 역대급 폭망영화
내안의 그놈,10,식상한 주제..끝이 뻔히 보이는 스토리..그러나 잔잔한감동.웃음.가족.학폭사이다...잠깐 유치할수있는 웃음 ...그안에 눈물...90점 영화..가족보단 연인끼리봐도 재미진영화
베놈 2: 렛 데어 비 카니지,10,별점 6.5 주고싶은데.. 평점이 너무 낮아 그냥 10으로 줌. 후반분 액션씬은 볼만했으나 초반부에 쓸때없는 대화가 많고 개연성없이 억지스러운 부분들이 있음
베놈 2: 렛 데어 비 카니지,2,마블영화중에 갠적으론 최악입니다 ㅠ
기적,10,영화가미쳤다~~~~ 뭔놈의 이런 영화가 사람의 가슴을 훔치게 해버린대
아수라,10,올리자 제발 다른 모든사람이 볼수있게
노회찬6411,2,이런건 제발만들지마라!
러브 액츄얼리,10,세번은 본 것 같아요 OST도 소장하게 만들었네요 영국 특유의 위트 있는 개그와 뭉근하게 감동적인 히드로 포옹씬들 그리고 각각의 커플의 사랑 조합이 넘 좋네요 두고 두고 가끔씩 꺼내볼 추운 겨울 애장 영화예요
007 노 타임 투 다이,7,"다니엘 크레이그의 마지막 제임스 본드, 그를 볼 수 없어 너무나 아쉽다. 변화가 많을 다음 007 기대된다"
아수라,10,최고의 영화입니다...
아수라,10,최고의 영화입니다...
인질,2,이거 청소년들 따라할듯....
퍼펙트 케어,6,여친만 좋은일 시켰네 ㅋ
기적,10,모처럼 여자친구와 평범한 영화 보고싶어서 봤다. 처음에 깔깔 웃다가 나중에가서 어..? 에...?? 그러다가 여친은 울었다... 나도 살짝 울컥했었으나 여운이 남았던 영화. 추천합니다
베놈 2: 렛 데어 비 카니지,4,액션과 연출은 좋았지만 스토리가 전혀 없었다. 그리고 왜 19금으로 만들지 않았는지 이해가 안되는 영화. 15금도 아니고 13금 수준이었음... 역대 최초의 쿠키 영상에 중요한 스토리가 더 많았던 쿠키형 영화
콘트라밴드,6,마크 월버그만 빛났던 영화
고양이를 부탁해,10,보길잘했다 재밌다ㅋㅋ이요원은 고모같고 배두나는 이모같다 지영이는 나같다..ㅠ
사바하,10,이해하면 굉장히 재미있는 영화!인간의 본질에 대해 생각하면 깨달음이 있고 나 자신도 생각해볼 수 있는 영화!
300,8,오랜만에 재탕해서 다봤지만 너무 지나친 스파르타에 대한 미화 서양우월주의 사상을 내세운점 그리고 적국 페르시아를 악랄하고 흉측한 괴물을 묘사시키고 깎아내린점 덩달아 영화지만 비현실적인게 짙은게 아쉽다 영화는 잘봤지만 저러한점이 흠
인질,1,너무 뻔하고 진부한 내용
빅매치,4,출연진이 아까움...장르는 그냥 코믹영화로 보는게 맞음..모든 사건들이 인과관계는 아니더라도 설득력있게 스토리가 진행 되어야 하는데 빙빙 돌려 진횅이 억지로 짜집기 되는느낌..차라리 돈을 벌기위한 챔피언의 또다른 물질적욕망을 그려서 어둡고 무거운느낌나는영화로 만드는게 훨씬 재밌을듯..
타다: 대한민국 스타트업의 초상,2,별로다. 스토리 라인이 부실하다
고양이를 부탁해,10,20대에 못보고 40대에 보았네요 그때 나도 그랬지.. 지영이만큼은 아니어도 힘들었는데 지금 태희엄마같이 변한건 아닐까 생각해봐요.
신이 말하는 대로,10,오징어 보기전에 선수과정으로 보는중카이지도 보고 오징어 볼 예정
극장판 바이올렛 에버가든,10,
노회찬6411,9,"정치인 미화도 없고 잔잔하게 노회찬의원의 이루고 싶은 세상을 볼 수있고 그와 가족이 얼마나 희생하면서 살았는지 알 수있었다.노동자를 위해 권력을 얻고자 했던 노회찬 의원의 정신을 받을 정의당 정치인이 없다는 것이 안타깝다.노회찬의 노동자 정신을 버린 자칭 극렬 페미니스트당이 되어버린 정의당의 심상정, 이정미 의원이 자주 나오는 것이 조금 불쾌했다."
밤은 짧아 걸어 아가씨야,8,이시국에는 안어울리는 영화지만 발랄한 상상력은 돋보이는 편
인비저블 게스트,7,명탐정 코난 20년째 봐서 그런지 너무 초반에 반전 눈치챔…
베토벤,10,20년만에 다시본 영화 넷플 굿
베놈 2: 렛 데어 비 카니지,2,진지한 영화와 코미디가 뒤섞여 뭔영화를 만들고 싶었는지 알 수가 없다. 캐릭터성은 밥말아드셨다. 우디 해럴슨 가지고 사랑꾼+사이코패스가 아닌 개그캐 를 만들어 놓았으니 원. 중간중간 코미디는 아무도 안웃고 뺐으면 영화 짧아지고 좋았을 듯
그린 나이트,10,너무 재밌다.. 2편 없겠지? 그 이후 이야기가 궁금한데..
베놈 2: 렛 데어 비 카니지,2,샹치는 솔직히 반중만 아니면 잘 만든 영화인데 짜게 받은 평점이 너무 아까움 베놈은 샹치랑 비교할것도 못됨 진짜 너무 실망..시끄럽기만 했음 액션도 별로..ㅠ
베놈 2: 렛 데어 비 카니지,6,킬링 타임으로 나쁘지 않았다.
아수라,10,찢었다....
베놈 2: 렛 데어 비 카니지,1,졸작일 줄 예상했고. 졸작이 맞았다
노회찬6411,10,노회찬 의원님에대한 이야기를 담담하게 잘 다루었네요. 보는내내 의원님이 너무 그리워졌습니다
기적,10,진짜 눈물 너무 나서 다음날까지 퉁퉁 부었습니다. 거의 벨만 울리면 눈물 콧물 날 정도였습니다.
베놈 2: 렛 데어 비 카니지,8,적당히 베놈스럽고 볼만하네요
당신은 아직 아무것도 보지 못했다,1,아무것도 알지못했지만.. 그렇다고 알고싶지도 않다...  배우들간의 이야기 구성이 단조롭고 지루해서 몰입을 할수가 없었다.
기적,10,진짜 좋았습니다 정말..
인질,4,영화 자체가 황정민의 셀프디스머리 곱슬거리고 얼굴 뻘건놈 ㅋㅋ
베놈 2: 렛 데어 비 카니지,1,1은 재밋게봤는데 이번껀 OST랑 쿠키빼고는 정말아닌거같아용
그린 북,10,영화 쇼생크 탈출 이후로 간만에 정말 재미있게 본 영화이다. 인종차별이라는 무거운 주제와 그에 대한 편견을 잘 다룬 영화이고 우리가 가지고 있는 편견을 깨게 만드는 영화이다. 간만에 10점 주게 되는 영화이다.
터미네이터: 다크 페이트,10,말이 필요없는 최고의 영화. 후속작이 기대된다.
습도 다소 높음,10,젊은그대 너무웃겨서 진짜로도 보고싶다. 3남매 나올때마다 엄청 웃었네. 지혜님은 액션전문인듯.
그래비티,10,나 이제본거 고백한다. 이제라도 본거 다행이다. 돌비 사운드나 3D로 다시 보고싶다.
아미 오브 더 데드,1,발암 캐릭터에 의한 스트레스 + 시간 아까움
베놈 2: 렛 데어 비 카니지,10,재밌게 볼 수 있는 안티히어로 영화!! 연출이나 ost도 좋았움 갠적으로 추천
베놈 2: 렛 데어 비 카니지,10,"베놈1 재밌게 보신 분이라면, 강추합니다!!베놈과 톰 하디의 티키타카 꿀잼입니다!! ㅎㅎ"
오만과 편견,8,우리와 문화가 같지 않고 먼 과거가 배경이기 때문에 공감이 어렵고 스토리가 좀 이상해 보일 수 있다.그러나 배우들의 연기와 감독의 연출은 굉장히 뛰어나다고 생각한다.부드러운 영화를 좋아하는 사람이라면 이 영화를 추천한다.
테넷,1,제대로 된 자막으로 봐도 이해가 될까 말까한 영화인데 박지훈이 번역해서 도저히 이해가 안되고 재미도 없었다 웃정웃 아웃
베놈 2: 렛 데어 비 카니지,1,기대보다 재미가 너무 없음
베놈 2: 렛 데어 비 카니지,6,쿠키가 역대급!!
공동경비구역 JSA,10,
베놈 2: 렛 데어 비 카니지,3,이 영화에서 건진 건 쿠키 영상 뿐... 그런데 쿠키 영상을 본 내 반응은 '우와~!'보다는 '어쩌라고?'
베놈 2: 렛 데어 비 카니지,6,베놈이라는 캐릭터가 매력적이긴한데 정신이 없다
좋은 사람,8,재밌...지... 김태훈님 연기 잘 봤어요^^
베놈 2: 렛 데어 비 카니지,4,차 빼고 포 빼니 남은 게 별로 없는 앙상한 빌런 후속편
고양이를 부탁해,10,20년이 지난 지금 봐도 영화관을 나선 뒤 몰려오는 생각들은 변함이 없다
베놈 2: 렛 데어 비 카니지,1,쿠키가 가장 재밌네요 ^^ 노 웨이홈 화이팅!
싱크홀,8,ㅋㅋㅋㅋ 차승원 없었으면 이영화 절대 안봤음
승리호,10,"진작에 이렇게 만들 수 있으면 만들어보지...스타워즈 에피소드 7,8,9보다 재밋눜ㅋㅋ이정도면 해외영화들이랑 붙어도 이기겠다."
베놈 2: 렛 데어 비 카니지,6,대학살이 아니라 난장판
조제,10,남주혁 연기~ ㄷㄷㄷ   넘 멋짐요^^
베놈 2: 렛 데어 비 카니지,7,초중반은 좀 지루했는데 후반에는 재밌었어요
보통사람,8,윗분이 권력을 가지고 흔들고 절대 고쳐서는 안될  헌법을 자신의 이득을위해고치고하니 그권력의 주먹에 보통사람이 피를 흘리네요
아수라,10,출연 배우들 카리스마 쩔어요
수상한 고객들,10,심심해서 넷플릭스 이것저것 살펴보던중 별 생각없이 봤는데 숨은 명작이었네요
고양이를 부탁해,9,20년이 지난 뒤에도 오늘처럼 울 수 있을까?
베놈 2: 렛 데어 비 카니지,6,그냥 보통.... 이런 마블 스타일의 영화 ? 를 좋아하는 나에게도 보통정도..
베놈 2: 렛 데어 비 카니지,6,"1을 재밌게봐서,,, 흑,,,  2는 별로"
보이스,1,iptv로 언제나옴.. 더이상 볼사람도 없는것같은데.. 질질끌지말고 좀 내놓지 에휴..
그을린 사랑,9,정말 이 감독과 배우들에게 할 수 있는 찬사라는 찬사를 다 보내주고 싶은 영화
베놈 2: 렛 데어 비 카니지,4,쿠키영상을 위한 본편 97분짜리 영화심각한 수준의 소니 유니버스 ㅡㅡ
십개월의 미래,9,29살에 사춘기를 맞이한 주인공과 노답 예비신랑의 환상적인 콜라보
베놈 2: 렛 데어 비 카니지,10,베놈1보다 솔직히 훨 재밌던거 같음 그냥 베놈 자체가 너무 재밌음 호불호 앵간 많이 갈리는듯
노회찬6411,10,정치인 노회찬보다는 인간 노회찬을 볼 수 있어서 좋았어요!누구보다도 사회의 약자와 소수인분들에게 공감하고 이들의 목소리를 대변하려고 노력했던휴머니스트이자 예술을 사랑한 낭만주의자인 노회찬을 알 수 있어요.이렇게 좋은 사람은 왜이리 세상을 빨리 떠나는지 안타깝고 그립습니다.
타짜,10,아직도 장면하나하나가 머릿속에 맴돈다  봐도봐도 재밌다 이 영화는...
프랙처드,6,신나게 벌여놓고 뭉퉁그려 하나의 원인으로 마무리. 몰입도는 엄청나다. 용두사미의 표본.
라스트 레터,6,마츠 다카코는 볼때 마다 느끼는데 연기 잘하네
베놈 2: 렛 데어 비 카니지,4,이렇게 생각없이 만드는데 대체 어떻게 유니버스를 구축하겠다는거지??
사랑은 다 괜찮아,7,아무생각없이 마음 편하게 볼만
나인 야드 2,6,브루스 윌리스 믿고 봤다.  기대보다는 다소 미흡
노회찬6411,7,궁금했던 그의 정치 인생을 알 수 있었다
베놈 2: 렛 데어 비 카니지,4,전작보단 다채로운 연출이나 액션이 눈에 띄었고 스토리도 이번에는 좀 풀어내고자 했던 것 같으나 그러기엔 러닝 타임이 너무 짧았고 개연성이나 스토리는 단지 마지막 전투씬을 그려내기 위한 빌드업에 그쳤음. 전체적으로 전작보단 나으나 개연성이나 당위성을 주는 스토리라인이 더 필요할 것 같음.
베놈 2: 렛 데어 비 카니지,4,너무큰 기대를 했나봐요 마블영화는 마블에서 만들었음좋겠음
베놈 2: 렛 데어 비 카니지,4,"개연성, 스토리, 시나리오 자체가  엉망이니 연기를 아무리 잘하고 재료가 좋은들 영화가 잘 빠질리가 있나. 참신함도 없고 매력없는 악역 캐릭터, 인물간 조합도 그닥이고 여러모로 실망적임. 1편보고 기대했다가 후속편 안나오는 것만 못하게됨"
아수라,10,감독님 몸 조심하십쇼...
007 노 타임 투 다이,1,처음 10분 007 (광고에 다나옴)그다음 조금 람보 + 국적불명집에서 이미본 스펙터 보는게 더 재미밌음
노회찬6411,10,"정말 대단한 위인, 역사에 남을 인물이라고 다시 한번 느꼈다. 여분의 마스크 챙겨가시길..."
크루엘라,10,10월 첫날에 봤는데 아직도 후유증 남아있음.별생각 없이 봤는데 너무 재밌어서 자꾸 생각나는 영화
베놈 2: 렛 데어 비 카니지,2,"베놈1의 연출이 훠~~~얼씬좋았다 2는 재미없음  보고나면 마블, 스파이더맨 계속볼꺼니까 보긴봐야겠구나란 느낌"
히든 피겨스,10,
돌멩이,6,솔직한 말로 스토리나 연기가 그닥인 건 사실 아니가? 왜 이리들 후하게 평점을
바이센테니얼 맨,10,전 30대 남자고 왠만해선 영화보고 안우는데 이 영화보고 정말 보고 가슴이 뜨거워지는걸 느끼면서 계속 눈물을 흘렸습니다. 정말 생각이 많아 지는 영화입니다. 이제와서라도 이영화를 접하게 된게 정말 다행입니다. 참고로 태어나서 단 한번도 영화평점에 10점을 준적이 없는사람입니다. 10점이 만점에 20점주고싶네요. 단언컨데 인생 최고의 명작영화입니다. 꼭 보세요
베놈 2: 렛 데어 비 카니지,8,쿠키영상에 기대야 할만큼 스토리는 부진하지만 베놈은 원래 이런 맛으로 먹어야 합니다.
베놈 2: 렛 데어 비 카니지,2,몇년간 본 영화중 제일 별로
베놈 2: 렛 데어 비 카니지,9,베놈과 톰하디의 진정한 하나가 된 we are venom !! 오랜만에 마블영화 개봉해서 재밌게봤어요~!!마블팬으로서 이번쿠키는 정말 소오름!!톰하디랑 베놈이 너무 연기가 잘 맞아서 재밌습니당!
베놈 2: 렛 데어 비 카니지,1,와..영화좋아라하는 남자둘이서 보로갔다가화면를다뿌쉬고 소리는 소리데로큰데편안하게  꿀잠자고나옴
노회찬6411,10,10월에 그가 돌아온다 < 안 볼수가 없었고마스크 다 젖을만큼 울고 돌아왔다.많이 봐주셨으면 좋겠다. 정치혐오 고쳐주신 분
타다: 대한민국 스타트업의 초상,10,타다금지법 발의하고 통과시킨 180석아 MZ세대가 지켜보고있다!!!!
알.이.씨,10,스릴러 공포영화로 딱 ㅋㅋ 1인칭 시점이라 더 긴장감 넘침
알.이.씨 3: 제네시스,10,재밌게봤어요 2편이랑 연결도 되고 근데 여주 물린데 팔 잘라서 좀비 안되는거 아녔슴?
칠드런 오브 맨,7,
그린 북,10,흑인들이 먹던 컵을 버리는 장면. 운전기사를 구하는 씬이 나올길래 흑인부자네 가 나오겠구나 했더니 역시나
베놈 2: 렛 데어 비 카니지,1,솔직히 중국영화보다 재미없다.영화 끝날때까지 무슨 내용인지 이해도 못했는데 끝나버리고... 그냥 킬링타임용으로도 아까운 영화
베놈 2: 렛 데어 비 카니지,2,감독이 잘못했네ㅜㅠ 골룸 골룸
베놈 2: 렛 데어 비 카니지,6,너무 기대를 많이 하고 봤나봐요
국가부도의 날,1,실화를 바탕으로 할 땐 현실 고증 좀 제대로 하길
베놈 2: 렛 데어 비 카니지,6,기대햇던것보단별로ㅠㅠㅠㅠ
샹치와 텐 링즈의 전설,7,나름 괜찮았다고 생각함
모가디슈,4,류승환 감각이 많이 떨어졌네… 조인성 발연기… 흑인연기자들이 잘하네
베놈 2: 렛 데어 비 카니지,4,쿠키 빼고 볼거없다
베놈 2: 렛 데어 비 카니지,6,
조수괴초,1,성룡의 팬이어도 이 영화는 안보는게 낫다. 쌍거풀 수술은 하길 잘한 듯
007 노 타임 투 다이,10,이 영화 평점이 왜 낮죠?
베놈 2: 렛 데어 비 카니지,5,그냥 유튜브에 베놈2 쿠키 검색해서 보는걸 추천..
상류사회,2,감동이 없고 재미도 없고
베놈 2: 렛 데어 비 카니지,7,전체 밸런스상 7점정도 주겠습니다. 청불액션을 15세 관람으로 하다보니 끊기는 느낌이 많습니다. 1편보다 흥미도 떨어지고 연출도 부족해보이네요. 부록영상이 스파이더맨 편과 이어지는 것이어서 기대감을 갖게 합니다. 카니지라고 표현하고서는 전편보다 덜 죽는 듯 하네요.
클레멘타인,10,뛰어난 연출 진정성있는 연기 탄탄한 스토리 아름다운 영상미 심금을 울리는 OST 뭐 하나 빠져있는 게 없네요 이번 주 일요일 뭐하시나요? 당신이 뭘 하든이 영화를 볼 것을 추천드립니다!
내일의 기억,10,이재밌고 좋은영화가 병크때문에빛을못봤다니..
파라노말 액티비티,7,TOP5 파운드 푸티지 무비
베놈 2: 렛 데어 비 카니지,10,난 개인적으로 볼만했음
베놈 2: 렛 데어 비 카니지,6,이런 대박 소재로~ 빌런도 스토리도 분위기도 연출도 13.5세 급~ 마이 약해~
베놈 2: 렛 데어 비 카니지,10,내용은 잘 기억 안나지만....너랑봐서 좋았어
베놈 2: 렛 데어 비 카니지,2,이제 좀 시작하나 햇는데 끝ㅋ뭔 내용인지
노회찬6411,10,"함께 비를 맞은 그를 기억하며 그가 만들고자 했던 세상, 진심으로 그를 응원했고 진정으로 그가 그립습니다. 가슴에 새겨둔 그의 뜻을 남은 우리가 잊지말고 만들어가길 바랍니다."
걸캅스,1,주작 ㄴ 이런거 갖고 돈빨려구?
천장지구,10,중학교 2학년때 보고며칠전에 다시봤다그냥 말이 필요없음죽기전에 꼭봐야할 영화
아수라,10,아 이게 실화였다니 ㄷㄷㄷ
용과 주근깨 공주,10,최고.. 인생 역대급 최고
블랙 호크 다운,10,모가디슈 20년전 한국영화 수준 아직멀엇다
베놈 2: 렛 데어 비 카니지,2,겁나별로...지루했습니다.
세 얼간이,8,
베놈 2: 렛 데어 비 카니지,10,좋았다 나중에 더 좋아라
기적,10,진짜 재밌게봤습니다 ㅜㅜ보기전에는 예고 편 만 보고 아 결국 그냥 잘되고 끝나겠구나 했는데 진짜 ㅜ 감동적입니다
베놈 2: 렛 데어 비 카니지,2,교도소를 교소도라 하질 않나 락페스티벌이 돌덩이페스티벌은 아닌데;;내용도 재미없고 이게 뭔지;;기억에 남는 건 ost 하나뿐
타다: 대한민국 스타트업의 초상,10,
뜨거운 것이 좋아,10,
007 노 타임 투 다이,4,"음.,. 스토리가.,. 쫌… ㅠㅠㅠㅠ 일본  왜 나옴"
베놈 2: 렛 데어 비 카니지,1,뭐지?  최악의 마블영화
베놈 2: 렛 데어 비 카니지,10,솔직히 이게 6점대라고?ㅋㅋ한국 조폭영화가8점대인대?아내랑 영화보고 나오면서 이게 왜 6점인지 이해가 안된다고 얘기했내 ㅋㅋ
여교수의 은밀한 매력,1,이런 쓰레기 영화를 만든 감독과 여기에 출연한 배우들이 한심하다... 21세기 두번 다시 이런 형편 없는 영화는 만들어지지 않을 것이다!
007 카지노 로얄 ,10,새로운 본드 너무나 강렬하고 기본작들과는 다르게  본드가 느끼하지 않아서 조아 ㅋㅋㅋ
담보,10,캬 성동일 연기는 언제봐도 굿
십개월의 미래,10,음악과 영상미. 최고의 하모니를 도출해낸 가운데 위트있게 무거운 주제를 풀어내었다. 최근 봤던 영화 중 가장 반짝이고 웃음짓게 하며 한편 생각을 하게 만드는 영화!!
아미 오브 더 데드,8,새벽의 저주 2탄 저녁의 저주
모가디슈,8,믿고보는 류감독님! 배우 조인성의 재발견!
베놈 2: 렛 데어 비 카니지,7,이런 류의 영화를 좋아하시는 분들은 그냥저냥 볼만함. 평점이 낮아서 기대를 안해서 그런지 보지 못할 정도는 아니였습니다. 킬링타임용임 딱
별을 쫓는 아이,8,숨어있는 명작까지는 아니더라도 나름 수작이다.
낙원의 밤,8,ㅈ문가들 겁나많네 ^^
그린 마일,10,넷플릭스에 떠서 무심코 틀었던 영화가 3시간 이나 되는 긴영화인지 몰랐으나 영화가 끝나고야 알게된 대작중에 대작… 해가뜨고 잠이 들지만 인간이 죽음앞에서 어떤감정을 느끼는지 간접적으로 느낄수있었다 주인공인 톰행크스가 영화 말미에 친구들 죽음을 계속 보는게 두렵다는게 와닿앗다 무조건 보시길
스타게이트,4,
미드소마,4,"나의 수준으로는 이해하기 어려운 기괴한 영화였고, 절벽에서 떨어지거나 기괴하게 꾸며진 시체들, 정신 나갈 것 같은 성관계 모습 때문에 잠 설침. 화사한 꽃들이 너무 무서워 보일 지경 ㅠㅠ"
라이온 킹,10,그래도 상당히 훌륭합니다~!
타짜: 원 아이드 잭,10,1에 비하면 비빌 순 없지만 그래도 억까들이 너무 많은듯 난 재밌게 봄
데블스 에드버킷,6,신이 있는지도 뭘 원하는지도 모르겠으나 확실한 건 연기의 신이 있다면 그건 알 파치노다.
랭고,10,디즈니 픽사 드림웍스 등 다른 영화들도 너무 좋아하지만... 내 인생영화는 랭고다
왓치맨,10,"생각보다 심오하네 잭스나이더는 천재""엿다""가 맞다"
"당신, 거기 있어줄래요",10,스토리에 연기까지 눈물 좔좔
테넷,1,신나게 영화를 보려고 했는데 마치 문과생이 2시간30분짜리 물리학 강의를 듣는 듯한 느낌이었다 감독말대로 이해하려고 하지 말고 그냥 느끼라고하는데 이해도 안되고 느낌도 안온다 놀란 감독은 덩케르크도 그렇고 그 이후 왜 이 모양이되었는지 모르겠다
뺑반,7,그냥저냥..뻔한 한국 영화
